ID	Clan	A4_Gender	A5_Age	A6_HH_head	A7_Gender_HHH_if	A10_women	A10_girls	A10_men	A10_boys	A10_under2	A10_Marit_stat	A12_disp_stat	A15_income	A16_Employ_Stat	A17_Main_Source_Income	A18_Livestock_yn	A18_Sheep	A18_Goats	A18_Cows	A18_Camels	A19_disabled	A20_HHDisabled	A21_AbleAccessMedserv	A21_Distance	A21_MoneyTravel	A21_MoneyService	A21_MoneyMedicine	A21_UseTraditionalMed	B1_MealAdults	B1_MealsChildren	B2_Cereals	B2_vegorange	B2_roots	B2_leaves	B2_otherveg	B2_localfruits	B2_Otherfruits	B2_meat	B2_egg	B2_fish	B2_legumin	B2_milky	B2_fat	B2_sugar	B2_other	B3_days_cereals	B3_days_roots	B3_days_beans	B3_days_veg	B3_days_fruits	B3_days_eggmeat	B3_days_milky	B3_days_sugar	B3_days_fat	B3_days_other	B13_months_notenough	B14_Nov	B14_Oct	B14_Sep	B14_Aug	B14_Jul	B14_Jun	B14_May	B14_Apr	B14_Mar	B14_Feb	B14_Jan	B14_Dec	B15_Nofoodtoeat	B16_Sleephungry	B17_alldayandnightwithouteating	B18_Worry NotEnoughtoEat	C1_OwnLand	C2_Acresowned	C3_Bean	C3_Sesame	C3_Cowpeas	C3_Maize	C3_Other	C4_Seed_Beans	C4_Seed_Sesame	C4_Seed_Cowpeas	C4_Seed_Maize	C4_Seed_Other	C5_Source_Beans	C5_Source_Sesame	C5_Source_Cowpeas	C5_Source_Maize	C5_Source_Other	C7_Area_Beans	C7_Area_Sesame	C7_Area_Cowpeas	C7_Area_Maize	C7_Area_Other	C8_Seed_Beans_enough	C8_Seed_Sesame_enough	C8_Seed_Cowpeas_enough	C8_Seed_Maize_enough	C8_Seed_Other_enough	C9_Pest_Attack_Beans	C9_Pest_Attack_Sesame	C9_Pest_Attack_Cowpeas	C9_Pest_Attack_Maize	C9_Pest_Attack_Other	C10_Pest_Affected_Beans	C10_Pest_Affected_Sesame	C10_Pest_Affected_Cowpeas	C10_Pest_Affected_Maize	C10_Pest_Affected_Other	C11_Pest_Mngmt_Beans	C11_Pest_Mngmt_Sesame	C11_Pest_Mngmt_Cowpeas	C11_Pest_Mngmt_Maize	C11_Pest_Mngmt_Other	C12_Pest_Fertilizer_Beans	C12_Pest_Fertilizer_Sesame	C12_Pest_Fertilizer_Cowpeas	C12_Pest_Fertilizer_Maize	C12_Pest_Fertilizer_Other	C13_PestFertilizer_WARDI_Beans	C13_PestFertilizer_WARDI_Sesame	C13_PestFertilizer_WARDI_Cowpeas	C13_PestFertilizer_WARDI_Maize	C13_PestFertilizer_WARDI_Other	C15_goodpract_Beans	C15_goodpract_Sesame	C15_goodpract_Cowpeas	C15_goodpract_Maize	C15_goodpract_Other	C16_irrig_Beans	C16_irrig_Sesame	C16_irrig_Cowpeas	C16_irrig_Maize	C16_irrig_Other	C17_Areairrig_Beans	C17_Areairrig_Sesame	C17_Areairrig_Cowpeas	C17_Areairrig_Maize	C17_Areairrig_Other	C18_training_goodpract	C18_training_harvest	C18_training_input	C18_training_fert	C18_training_soil	C18_training_pestmngt	C18_training_flooddrought	C18_training_accounting	C18_training_seeding	C18_training_climate	C18_training_seedselect	C19_org_goodpract	C18_org_harvest	C18_org_input	C18_org_fert	C18_org_soil	C18_org_pestmngt	C18_org_flooddrought	C18_org_accounting	C18_org_seeding	C18_org_climate	C18_org_seedselect	C18_long_goodpract	C18_long_harvest	C18_long_input	C18_long_fert	C18_long_soil	C18_long_pestmngt	C18_long_flooddrought	C18_long_accounting	C18_long_seeding	C18_long_climate	C18_long_seedselect	C19_received_shovel	C19_received_fork	C19_received_axe	C19_received_hoe	C19_received_bandingtool	C19_usetractor	C20_irrigrehab	C20_WaterAccess	C20_WaterAccess_other	C20_freq_irrig	C20_freq_irrig_day	C21_assistance_veggarden	C22_receive_foodstoragecontainer	C22_what_text	C23_access_food_increased	C23_why_text	D1_source_LH_yn	D2_Main_source_LH	D3_LH_income	D4_WARDI_chicken	D4_chicken_beforeWARDI	D4_Chicken_owned	D11_consumming_eggs	D11_selling_eggs	D11_giving_eggs	D13_Training_animal_husband	D14_Sell_agr_prod	D15_Nearest_Market_km	D16_transport_means	D17_challenge_roads	D17_challenge_Insecurity	D17_challenge_transpCost	D17_challenge_distance	D17_challenge_notenough	D17_challenge_Other	D19_train_bookkeeping	D19_train_marketing	D19_train_credit	D19_train_mngt	D19_train_literacy	D22_LH_Changed	D23_WARDI_donkey	D23_WARDI_donkeyCart	D29_training_rehabRoads	D30_involved_roadClearance	E1_IYCFtraining	E1_Coockingtraining	E1_WaterTreattraining	E3_Part_MotherSupportGroup	F1_MainSource_Drink	F3_Distance_Water_km	F3_Distance_Water_min	F7_pay_for_water	F8_water_treatment_used	H1_washhand_beforemeal	H1_washhand_beforeservfood	H1_washhand_beforeeat	H1_washhand_beforefeedbab	H1_washhand_aftercleanbaby	H1_washhand_aftertoil	H1_washhand_aftergarb	H1_washhand_afterplay	H2_important_why	H3_wash_with_what	H4_use_latrines	Village_clean	A7_Gender_HH	A10_Total	B2_HDDS	B3_FCS	B15_HSS	B13_MAHFP	longitude	latitude	A10_children	FCS Score
77	Dir	Female	48	No	Male	1	3	1	4	0	Married	Host Community	60	Unemployed	Land cultivation	Yes	0	5	3	0	No	No	No	No	No	No	Yes	No	2	2	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	4	1	2	1	0	0	1	1	2	3	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Sometimes (three to ten times in the past four weeks)	Often (more than ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Often (more than ten times in the past four weeks)	Yes	20.0	Yes	Yes	Yes	Yes	No	Improved	Improved	Improved	Improved	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	1-5 ha	1-5 ha	Less than a hectare	1-5 ha	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	1-5 ha	0	Yes	Yes	Yes	Yes	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	No	No	No	Yes	0	0	0	0	1-5 ha	0	Yes	Yes	No	Yes	No	No	No	No	Don't know	Don't know	No	WARDI	WARDI	0	WARDI	0	0	0	0	0	0	0	2 days	2 days	0	2 days	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	No	No	Pipes	0	Once a week	Once a day	Yes	No	0	Yes	from the seeds distributed i am able to plant more on my farm.	Yes	Farming	30	0	0	0				No	Yes	5.0	Donkey cart	No	No	No	Yes	Yes	0.0						Yes	Yes	Yes	No	No	Yes	No	No	Yes	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	3	90	0.0	Boiling water	No	No	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	No	Qooqane	Male	9	8	22.5	6	10	45.41981191406724	4.720480201846662	7	Borderline
78	Makane	Female	30	No	Male	1	3	1	3	0	Married	Host Community	100	Unemployed	Land cultivation	No	0	0	0	0	No	No	No	Yes	Yes	Yes	Yes	No	3	3	Yes	Yes	No	No	No	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	6	3	2	4	6	4	7	7	7	7	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Sometimes (three to ten times in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	2.0	Yes	Yes	No	Yes	No	Recycled	Recycled	0	Recycled	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	No	No	0	No	0	Yes	Yes	0	Yes	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	No	No	0	No	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	Yes	Don't know	Don't know	Yes	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Yes	WARDI	0	0	WARDI	0	0	0	0	0	0	WARDI	5 days	0	0	5 days	0	0	0	0	0	0	5 days	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Pipes	0	Everyday	Twice a day	No	Yes	Store products I harvest from my farm	Yes	Got more produce from my farm that is enhancing access to food for my family	Yes	Farming	80	5	0	12	Yes	No	No	No	Yes	7.0	Donkey cart	Yes	Yes	Yes	Yes	Yes	0.0						Yes	Yes	Yes	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	55	0.0	None	Yes	No	Yes	No	No	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	Yes	QarsooniWest	Male	8	7	85.0	4	10	45.35268507294175	4.485894311877903	6	Acceptable
79	Jareerwayne-Makkne	Male	42	Yes	0	1	0	3	0	0	Married	Host Community	60	Self-employed	Land cultivation	Yes	3	0	2	0	No	Yes	No	Yes	No	No	Yes	No	2	3	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	5	1	0	0	0	2	4	3	3	3	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Yes	14.8263	Yes	No	No	Yes	Yes	Improved	0	0	Improved	Improved	Received from NGOs	0	0	Received from NGOs	Received from NGOs	Less than a hectare	0	0	Less than a hectare	Less than a hectare	Yes	0	0	Yes	Yes	Yes	0	0	Yes	Yes	Less than a hectare	0	0	Less than a hectare	Less than a hectare	Yes	0	0	Yes	Yes	Received from NGOs	0	0	Received from NGOs	Received from NGOs	Yes	0	0	Yes	Yes	Yes	0	0	Yes	Yes	Yes	0	0	Yes	Yes	Less than a hectare	0	0	Less than a hectare	Less than a hectare	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	Yes	Yes	Yes	Yes	Yes	Yes	No	Fetch with jerrycan	0	Twice a week	Twice a day	No	Yes	Maize, Beans and Tomatos	Yes	the assistance resulted access to enough food and income generation	No	0	0	0	0	0				Yes	Yes	6.0	Donkey cart	No	No	No	Yes	Yes	0.0						Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	20	0.0	None	Yes	No	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	With water and soap	No	Hoodleey	Male	4	7	39.0	4	9	45.46912962175604	4.63720886510614	0	Acceptable
80	Makanne	Male	45	Yes	0	1	4	2	3	0	Married	Returnee	80	Self-employed	Land cultivation	Yes	0	4	0	0	No	No	Yes						1	2	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	4	1	1	0	0	6	3	3	3	3	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Rarely (once or twice in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Yes	29.6526	No	No	No	Yes	No	0	0	0	Improved	0	0	0	0	Received from NGOs	0	0	0	0	1-5 ha	0	0	0	0	Yes	0	0	0	0	Yes	0	0	0	0	1-5 ha	0	0	0	0	Yes	0	0	0	0	Received from NGOs	0	0	0	0	Yes	0	0	0	0	Yes	0	0	0	0	Yes	0	0	0	0	1-5 ha	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Fetch with jerrycan	0	Twice a week	Once a day	No	Yes	Maize	Yes	"- access to enough food
- increase livelihood
- income generation 
as resulted the project"	No	0	0	5	0	25	Yes	No	No	Yes	Yes	5.0	Donkey cart	No	No	No	Yes	Yes	0.0						Yes	Yes	Yes	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	2	30	0.0	None	Yes	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	Yes	LaabkaBoor	Male	10	6	52.0	4	10	45.471599794691436	4.6060176901324335	7	Acceptable
81	Hawadle	Female	35	Yes	0	1	2	1	3	1	Married	Host Community	120	Employed	Land cultivation	No	0	0	0	0	No	No	No	Yes	No	Yes	Yes	No	2	3	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	5	1	0	0	0	3	3	4	4	2	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Yes	9.88422	Yes	Yes	No	Yes	No	Improved	Improved	0	Improved	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	1-5 ha	1-5 ha	0	1-5 ha	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	1-5 ha	1-5 ha	0	1-5 ha	0	Yes	Yes	0	Yes	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	Yes	Yes	Yes	Yes	Yes	No	No	Fetch with jerrycan	0	Twice a week	Twice a day	No	Yes	Beans, Maize and sesemate	Yes	the livelihood for access to enough food and income increased	No	0	0	4	6	8	Yes	Yes	No	Yes	Yes	10.0	Donkey cart	No	No	No	Yes	Yes	0.0						Yes	Yes	Yes	No	No	Yes	No	No	Yes	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	30	0.0	Aqua tabs	Yes	No	Yes	Yes	Yes	Yes	No	No	To be healthy	With water and soap	No	HeloKaliyo	Female	8	7	40.0	4	10	45.37165220252638	4.478214843255592	5	Acceptable
82	Somali Bantu	Male	39	Yes	0	1	3	2	4	0	Married	Host Community	60	Self-employed	Land cultivation	No	0	0	0	0	No	No	No	Yes	Yes	Yes	Yes	No	3	3	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	6	2	5	1	1	0	5	6	7	7	No													Never	Never	Never	Never	Yes	3.0	No	No	No	Yes	No	0	0	0	Improved	0	0	0	0	Received from NGOs	0	0	0	0	1-5 ha	0	0	0	0	Yes	0	0	0	0	No	0	0	0	0	0	0	0	0	0	No	0	0	0	0	Received from NGOs	0	0	0	0	Yes	0	0	0	0	No	0	0	0	0	No	0	0	0	0	0	0	No	Yes	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	0	WARDI	0	0	0	0	0	0	0	0	0	0	5 days	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	No	Yes	Fetch with jerrycan	0	Everyday	Once a day	No	No	0	Yes	Agricultural inputs and equipment	Yes	Farming	50	0	0	0				No	Yes	15.0	Donkey cart	Yes	Yes	Yes	No	No	0.0						Yes	Yes	Yes	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	4	90	0.0	None	No	No	Yes	No	No	No	Yes	No	To reduces spread/ transmission of disease	Water alone	Yes	Lafoole	Male	10	6	59.5	0	12	45.346663331595316	4.56796560173429	7	Acceptable
84	Hawiye	Male	47	Yes	0	2	4	2	3	1	Married	Host Community	265	Self-employed	Land cultivation	No	0	0	0	0	No	No	Yes						3	4	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	3	2	1	1	1	1	3	3	2	3	No													Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	No	0.0					No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	No	No	Fetch with jerrycan	0	Once a week	Once a day	No	No	0	Yes	The accessibility has increased because what we eat is our local producty.	No	0	0	0	0	0				No	Yes	20.0	Donkey cart	Yes	Yes	Yes	Yes	Yes	0.0						No	Yes	No	No	No				No	Rainwater collection	10	30	0.0	None	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	No	LaabkaBoor	Male	12	15	33.5	4	12	45.471599794691436	4.6060176901324335	7	Borderline
85	Hawadle	Female	37	No	Male	1	6	1	2	1	Married	Host Community	60	Unemployed	Land cultivation	No	0	0	0	0	No	No	No	Yes	Yes	No	No	No	2	2	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	5	0	3	1	0	0	0	2	1	4	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	Sometimes (three to ten times in the past four weeks)	Rarely (once or twice in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Often (more than ten times in the past four weeks)	Yes	15.0	Yes	Yes	No	Yes	No	Improved	Improved	0	Improved	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	1-5 ha	1-5 ha	0	1-5 ha	0	Yes	Yes	0	Yes	0	No	No	0	No	0	0	0	0	0	0	Yes	Yes	0	Yes	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	Yes	No	Don't know	Yes	No	No	Don't know	No	No	No	Yes	WARDI	0	0	WARDI	0	0	0	0	0	0	WARDI	2 days	0	0	2 days	0	0	0	0	0	0	2 days	Yes	Yes	Yes	Yes	Yes	No	No	Pipes	0	Twice a week	Once a day	No	No	0	Yes	Enough output	Yes	Farming	20	0	0	0				No	Yes	2.0	Donkey cart	Yes	No	No	Yes	No	0.0						Yes	Yes	Yes	No	No	Yes	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	30	0.0	Boiling water	No	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and ash	No	Qooqane	Male	11	6	21.5	5	9	45.41981191406724	4.720480201846662	8	Borderline
86	Xawadle	Male	30	Yes	0	2	3	1	2	1	Married	Host Community	200	Self-employed	Land cultivation	Yes	5	10	7	0	No	No	Yes						3	3	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	Yes	No	Yes	Yes	7	3	3	5	0	5	6	3	7	7	No													Never	Never	Never	Rarely (once or twice in the past four weeks)	Yes	2.0	Yes	Yes	Yes	Yes	Yes	Improved	Improved	Improved	Improved	Improved	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	Less than a hectare	Less than a hectare	1-5 ha	Less than a hectare	Less than a hectare	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	1-5 ha	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	Yes	Yes	Yes	No	Yes	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Pipes	0	Everyday	Three times a day	Yes	No	0	Yes	My products increased due to the  chance of support and the assistance like the trainings and  from WARDI	Yes	Farming	100	0	0	0				No	Yes	5.0	Donkey cart	Yes	Yes	Yes	Yes	Yes	0.0						Yes	No	No	No	No				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	2	40	0.0	Boiling water	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be healthy	With water and ash	Yes	Qooqane	Male	9	9	83.0	1	12	45.41981191406724	4.720480201846662	5	Acceptable
87	Makanno	Female	50	No	Male	1	2	3	0	0	Married	Host Community	150	Unemployed	Land cultivation	Yes	0	5	0	0	No	No	No	Yes	Yes	No	No	No	2	3	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	7	0	0	0	0	0	2	7	7	7	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Often (more than ten times in the past four weeks)	Yes	1.0	Yes	Yes	Yes	Yes	No	Improved	Improved	Improved	Improved	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Yes	Yes	Yes	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	No	No	No	No	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Pipes	0	Twice a week	Once a day	No	No	0	Yes	Accessed training, seeds  and equipment	Yes	Farming	50	0	0	0				No	Yes	20.0	Car	Yes	No	Yes	Yes	No	0.0	No	No	No	Yes	Yes	Yes	No	No	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	30	0.02	Chlorination	No	No	Yes	No	No	No	No	No	To reduces spread/ transmission of disease	With water and ash	Yes	Dheriyow	Male	6	4	29.0	5	7	45.2976468014455	4.751338501582089	2	Borderline
88	Makkane	Male	45	Yes	0	1	3	1	3	1	Married	Returnee	100	Self-employed	Land cultivation	No	0	0	0	0	No	No	Yes						2	2	Yes	No	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	4	1	0	0	0	3	3	3	2	3	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Yes	12.3553	Yes	No	No	Yes	No	Improved	0	0	Improved	0	Received from NGOs	0	0	Received from NGOs	0	1-5 ha	0	0	1-5 ha	0	Yes	0	0	Yes	0	Yes	0	0	Yes	0	1-5 ha	0	0	1-5 ha	0	Yes	0	0	Yes	0	Received from NGOs	0	0	Received from NGOs	0	Yes	0	0	Yes	0	Yes	0	0	Yes	0	Yes	0	0	Yes	0	1-5 ha	0	0	1-5 ha	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	Yes	Yes	Yes	Yes	Yes	No	No	Fetch with jerrycan	0	Three times a week	Once a day	No	Yes	Miaze and beans and tomatoes	Yes	Access to enough food and income	No	0	0	5	0	12	Yes	Yes	No	Yes	Yes	10.0	Donkey cart	Yes	No	No	Yes	Yes	0.0						Yes	Yes	Yes	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	2	60	0.0	Aqua tabs	No	No	Yes	Yes	No	Yes	Yes	Yes	To be healthy	With water and soap	No	LaabkaBoor	Male	9	7	36.5	4	9	45.471599794691436	4.6060176901324335	6	Acceptable
89	Hawiye	Male	23	Yes	0	1	1	1	1	0	Married	Host Community	100	Self-employed	Land cultivation	No	0	0	0	0	No	No	No	No	No	No	Yes	No	3	3	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	3	2	2	1	0	1	2	3	1	2	No													Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	5.0	Yes	Yes	Yes	Yes	No	Improved	Improved	Improved	Improved	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	Yes	Yes	Yes	Yes	0	No	No	No	No	0	0	0	0	0	0	Yes	Yes	Yes	Yes	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	No	No	No	No	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	No	No	Fetch with jerrycan	0	Everyday	Once a day	No	No	0	No	Nothing has changed	Yes	Farming	100	0	0	0				No	No	30.0	Donkey cart	Yes	Yes	Yes	Yes	Yes	0.0						No	No	No	No	No				No	Rainwater collection	10	20	0.0	None	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	No	LaabkaBoor	Male	4	15	31.0	4	12	45.471599794691436	4.6060176901324335	2	Borderline
